observed,predicted
1.24988,-0.0020300746
-1.15742,-0.007221937
-1.13422,-0.07173383
1.05362,0.046078324
1.09146,-0.0004037451
1.07384,-0.0042039156
-1.0175,-0.031227171
-1.17319,0.005055785
1.15892,0.00058529526
1.14737,-0.00019264221
-1.00858,-0.023410559
1.09477,0.5901207
-1.01177,0.009970069
-1.08733,-0.00047293305
1.13899,-0.0003247857
-1.12644,-0.0008075237
1.18078,0.04727882
1.05906,0.35432476
-1.05187,0.031867623
1.05249,0.0038211346
1.18347,0.1255081
1.16039,0.019640982
-1.13009,-0.3101898
1.01857,0.07134825
-1.1783,-0.009185076
1.21975,0.046569645
-1.14196,0.00066787004
-1.17408,-0.07948005
-0.948489,-0.14023027
1.32218,0.83252835
-1.11461,0.0010482669
1.04288,0.06814808
-1.15179,0.00016224384
1.08341,0.0003756918
-1.06468,-0.002110064
1.16961,0.0070926547
-1.24548,-0.0047694743
-1.16798,0.00080165267
1.10276,0.00057709217
1.17233,0.01639247
1.13616,-0.00066024065
1.17565,0.0010969043
-1.11791,-0.058358192
-1.11111,-0.0006970465
1.07745,0.0041885003
1.16771,0.0028235316
1.10175,0.022289157
-0.913019,-0.22886631
1.19068,0.38979852
-1.20317,0.009743601
-1.09235,0.04543394
1.0903,0.008037493
-0.963151,0.00062680244
1.09929,0.27116525
1.23553,0.7328518
1.12988,0.007674217
1.05772,0.13603729
-1.07177,-0.17407003
1.16116,0.048096716
1.11489,0.42240852
1.14483,0.023477554
1.00998,-0.002779454
-1.15053,0.0021447912
-1.18017,-0.25144592
1.07677,0.11540091
1.0587,0.103018224
-1.05884,-4.2319298e-05
-1.0748,-0.9477822
-1.1158,0.00048184395
1.16019,0.0018955469
-1.09994,-0.022629261
-1.08151,-0.0913519
-1.07228,-0.0042369366
-1.12142,-0.03490287
-1.14673,0.0033047497
1.1285,0.075992525
-1.18013,-1.5349975
1.2071,-0.010777175
1.04551,0.06600365
-1.06818,-0.08322626
-1.02172,-0.008612685
-0.98704,-0.22921884
1.17763,-0.0011574626
-1.05553,0.001352489
-1.11338,-0.002188474
-1.11309,-0.052657902
1.15546,0.09856796
-1.10941,0.00011020899
-0.848637,0.0033330023
1.19518,-0.00351125
1.03384,-0.005144775
-1.09474,0.0009686351
1.1884,0.46163175
1.08004,-0.00037653744
1.16919,0.00070527196
-1.07318,0.001443088
0.855677,0.37323594
-1.13243,-0.00029829144
1.03015,-0.004735768
-1.07365,0.0012609959
1.20229,0.14359939
1.11389,0.0025517344
-1.11692,0.0021811426
1.17941,-0.003789246
0.917847,-0.0055030584
1.1681,0.31418896
1.13215,0.5572975
0.991755,0.0016608238
-1.07109,-0.14435667
0.884787,0.12181106
-0.979459,-0.105098784
-1.08395,-0.07823169
1.21209,0.24382848
1.09797,-0.0004067868
-1.14814,0.014983967
1.06318,0.24607587
1.05538,0.20942748
-0.971792,-0.0002975464
1.09239,0.15608811
1.13499,0.23793441
1.17705,-0.008438975
-1.06508,-0.0010952353
1.14143,0.1295062
1.0605,-0.01533135
0.989803,0.00050219893
-1.12865,-0.07503575
1.04873,0.00037145615
-1.01742,-0.00016081333
1.15201,0.056823403
-1.13315,-0.0036022663
-1.00428,0.019878685
1.23806,0.77935207
-1.05008,0.00012332201
1.04914,-0.000119008124
-1.07236,-0.0009872019
-1.03514,0.00088977814
-1.08009,-0.0057557225
-1.11277,-0.38355756
-1.12325,-0.10084784
-0.992913,0.00097447634
-1.08535,-0.0010589361
-1.13141,-0.023692995
0.858366,0.0023591518
-1.086,0.0016214252
0.912104,0.42925483
1.16681,0.0029348135
-1.11794,-1.5324173
1.1152,-0.0032576323
1.05266,0.13982782
-1.00224,-0.055520535
1.02235,0.004860103
-1.12011,0.0039571524
1.14918,-0.025173008
-0.958252,-0.033180594
-1.0533,-0.30915195
1.00942,0.27980557
1.01207,0.17205793
1.11373,4.5895576e-05
-1.05061,0.0002925992
0.966182,0.029992849
0.928408,-0.0010846853
-1.13271,0.0022885203
-1.11305,0.0041044354
-0.994614,-0.0016760826
1.13042,0.18729246
1.17508,0.062346518
-1.01348,-0.22464591
-1.05854,-0.021617413
1.06109,0.13336188
-0.840322,-0.004867196
1.0588,0.012783349
1.06369,0.039404392
-1.04848,-0.09935993
-1.11521,-0.00026747584
-0.843803,-0.026748896
-1.19076,0.047893047
1.01732,-0.0519225
1.15035,0.5747746
0.933941,-0.005185634
1.04692,0.0031196773
1.04069,-6.803498e-05
1.12079,0.08948623
-0.970788,0.0005309582
-1.03384,-0.049360573
-0.92455,0.0056999624
1.02626,0.00019433163
1.03338,0.0025978014
-0.853541,-0.0058689415
0.880494,-0.0017195046
1.0322,-0.0013514236
1.13655,0.039049596
1.08109,-0.0005551502
-1.05236,-0.0005798042
-1.0452,-0.011392981
0.845851,0.0006675422
0.957317,0.0021773577
